15425294	17196807
15425294	21731244
15425294	22052840
15425294	1665895410
15425294	2423985440
15425294	3219687296
15425294	2925128806
15425294	3023832267
15425294	3023306733
15425294	67150916
15425294	221185711
15425294	126146818
15425294	33575373
15425294	130582616
15425294	20057845
15425294	2670244548
15425294	1358338358
15425294	22843068
15425294	772621051
15425294	2918700604
15425294	31036735
15425294	182054833
15425294	342770193
15425294	244652832
15425294	23518723
15425294	573008688
15425294	15131310
15425294	2466344641
15425294	312703592
15425294	32545192
15425294	633457234
15425294	1002564138
15425294	18395177
15425294	16620441
15425294	263328857
15425294	242765626
15425294	140830740
15425294	308570619
15425294	21447363
15425294	145353566
15425294	186598799
15425294	282789898
15425294	169748256
15425294	34654972
15425294	16190278
15425294	54092452
15425294	22321602
15425294	23497233
15425294	517288033
15425294	83075662
15425294	20778387
15425294	357844782
15425294	44207541
15425294	25475942
15425294	385023078
15425294	118239496
15425294	23859156
15425294	26241294
15425294	358620144
15425294	477240001
15425294	402944742
15425294	30686649
15425294	45266183
15425294	278778939
15425294	393841140
15425294	90087068
15425294	366428706
15425294	378717520
15425294	388521369
15425294	36980342
15425294	22705734
15425294	395058239
15425294	369118807
15425294	21148293
15425294	241156746
15425294	19764603
15425294	53452955
15425294	34098536
15425294	183116590
15425294	34632758
15425294	73206956
15425294	14353392
15425294	37291805
15425294	285282053
15425294	72406810
15425294	134849087
15425294	28201743
15425294	39762092
15425294	17365270
15425294	20710809
15425294	167427102
15425294	45413261
15425294	41975140
15425294	30855079
15425294	74307395
15425294	46042404
15425294	78251544
15425294	28735868
15425294	34793170
15425294	31583155
15425294	277546050
15425294	27588709
15425294	18939092
15425294	74040190
15425294	17444573
15425294	88289104
15425294	27434245
15425294	25639136
15425294	155174605
15425294	25937606
15425294	24964618
15425294	12701412
15425294	192019265
15425294	22633584
15425294	111442477
15425294	250166431
15425294	55383403
15425294	138737385
15425294	27289673
15425294	197279836
15425294	284852548
15425294	129689609
15425294	20639369
15425294	19329393
15425294	42705545
15425294	83206131
15425294	111385947
15425294	43072503
15425294	271700790
15425294	159005896
15425294	236522594
15425294	42332149
15425294	262372057
15425294	154251652
15425294	266577676
15425294	266333105
15425294	129575180
15425294	43803786
15425294	265031029
15425294	40332880
15425294	70456787
15425294	22406410
15425294	21915666
15425294	103130238
15425294	57371662
15425294	17219499
15425294	262790932
15425294	20661539
15425294	113233291
15425294	15169907
15425294	30115695
15425294	244243477
15425294	93935921
15425294	243441741
15425294	108797271
15425294	209897738
15425294	30317085
15425294	36008570
15425294	34710838
15425294	43727244
15425294	87016990
15425294	230600005
15425294	240274699
15425294	28716779
15425294	65773523
15425294	47010589
15425294	92685993
15425294	110840720
15425294	29280295
15425294	110775637
15425294	21030857
15425294	43627602
15425294	15637594
15425294	30778767
15425294	100899867
15425294	27805233
15425294	25426946
15425294	234158343
15425294	182495879
15425294	144253808
15425294	216206246
15425294	230498407
15425294	234226013
15425294	35787166
15425294	26090319
15425294	27482841
15425294	110545462
15425294	48100887
15425294	22668573
15425294	16448128
15425294	39881177
15425294	234208120
15425294	66561957
15425294	46973152
15425294	48768424
15425294	20566127
15425294	21944466
15425294	95305632
15425294	195802652
15425294	53135663
15425294	21556071
15425294	28638191
15425294	52583646
15425294	127367902
15425294	41485203
15425294	34667883
15425294	66489456
15425294	88929569
15425294	43324891
15425294	92388806
15425294	185763155
15425294	128915919
15425294	53478175
15425294	182827613
15425294	14230524
15425294	9629222
15425294	38709939
15425294	118238044
15425294	45597464
15425294	89521931
15425294	36319335
15425294	24621113
15425294	17013130
15425294	77055718
15425294	34013101
15425294	14523801
15425294	32796936
15425294	28832142
15425294	43776773
15425294	15860531
15425294	19099217
15425294	20777047
15425294	18464204
15425294	16825289
15425294	15379834
166157532	129789846
166157532	1541887015
166157532	1353020900
166157532	33933259
166157532	856587308
166157532	23561980
166157532	4071934995
166157532	525394251
166157532	159225370
166157532	2563656001
166157532	77234984
166157532	17338221
166157532	29286670
166157532	260928758
166157532	17463923
166157532	38146999
166157532	47331384
166157532	15529670
166157532	80802900
166157532	16596200
166157532	3307929149
166157532	557746406
166157532	3046404695
166157532	61183568
166157532	117777690
166157532	2319121626
166157532	18222378
166157532	2436459208
166157532	3420845681
166157532	65045121
166157532	739784130
166157532	2493199232
166157532	300595743
166157532	226310276
166157532	2680539209
166157532	898640923
166157532	1536791610
166157532	14831512
166157532	33300246
166157532	403418918
166157532	3074782839
166157532	469824704
166157532	2852135380
